MolName,Density,SMILES
ADUPUK,1.3321,COC(=O)C1=C(C(=O)OC)C(C)c2c(oc(=O)n2-c2ccccc2)C1C
ADUQAR,1.599,Cc1cn(C2OCC(O)C(O)C2O)c(=O)[nH]c1=O
ADUQOF,1.2774,CCC1(C)NC(=O)NC1=O
ADURIA,1.3171,CC(=O)c1c(C)nn(-c2ccccc2)c1O
ADURUO,1.3617,CN1C(=O)C2C(c3coc4ccccc4c3=O)N3CCCC3(C(=O)OCc3ccccc3)C2C1=O
ADUSAV,1.2413,CCOC(=O)C12CCCN1C(/C=C/c1ccccc1OC)C([N+](=O)[O-])C2c1ccc(C)cc1
ADUVUR,1.243,COC(=O)/C=C(/C)NC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
ADUYOO,1.256,OC1CC2C(O)CC1N2Cc1ccccc1
ADXPOP,1.2253,CC(=O)NC(C)CC1OC2OC(C)(C)OC2C2OC(C)(C)OC12
AEBHXM10,1.2106,CCO/C(=N/O)c1ccccc1
AEHCAB,1.1665,CCC12CCCCC1N(C(C)=O)c1ccccc12
AEMCPB10,1.447,CC(=O)N1CCC23C4C(=O)C(CC1=O)C2C1C2CC(=O)N(C(C)=O)CCC15C4C5C3C2=O
AEMPYC,1.2303,CCOC(=O)c1[nH]c(C)c(C(C)=O)c1CC
AEXTAZ,1.4242,CCOC(=O)c1nn[nH]c1N
AEZBOC,1.2268,COC12CCCCN1C(=O)/C2=C(\C)N
AFADEQ,1.1643,Cc1nn(C(c2ccccc2)C(O)c2ccccc2)c2c1C1C(C2)C1(C)C
AFAFIX,1.4033,COC(=O)C1=N/C(=N/Nc2c(C)cccc2C)C(=O)N1
AFAFOD,1.3735,CCOC(=O)C1=NN(c2cccnc2)c2ccccc2O1
AFAFUJ,1.3064,CCOC(=O)/N=N/c1ccccc1C#N
AFAGAQ,1.3446,CCOC(=O)c1cc(-c2ccncc2)nc2ccccc12
AFALOI,1.3269,Cc1nn(-c2ccc3nncn3n2)c(-c2ccccc2)c1/C=C\NC(=O)c1ccccc1
AFANAW,1.4282,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O
AFANIE,1.1436,COC(=O)C(NC(=O)C(C)(O)C(C)C)C(C)C
AFANOK,1.132,COC(=O)C(NC(=O)C(C)(OC(C)=O)C(C)C)C(C)C
AFANUQ,1.1595,COC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(OC(C)=O)C(C)C
AFAPAY,1.1398,COC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(C)=O
AFAPUT,1.3419,CC1=CC=C(C#N)C(O)C1O
AFAXOV,1.1291,COC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(C)(C)C)C(C)C
AFAZIQ,1.1839,COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)/C(=C/C(C)C)NC(=O)OCc1ccccc1
AFAZUD,1.4593,O=[N+]([O-])C12CC3CC1CC3([N+](=O)[O-])C2
AFEDUN,1.1235,CC(C)(C)c1cc(/C=N/c2cccc3ncccc23)cc(C(C)(C)C)c1O
AFENEF,1.2608,Cc1ccc(/C=C2\CN(C#N)C/C(=C\c3ccc(C)cc3)C2=O)cc1
AFENIJ,1.3001,COc1ccc(/C=C2\CCCC3=C2OC(N)=C(c2nc(-c4ccccc4)no2)C3c2ccc(OC)cc2)cc1
AFEPOR,1.2611,CCOC(=O)c1cc(-c2nnc(-c3ccccc3)c(-c3ccccc3)n2)c(C)nc1C
AFEQEK,1.2926,CC(C)(C)c1cc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc(C(C)(C)C)c1O
AFEQOS,1.3485,O=C(O)c1cc(-c2ccccc2)[nH]n1
AFEROT,1.1178,CC(NCC(C)(C)CNC(C)c1ccccc1O)c1ccccc1O
AFESUA,1.5737,O=C1NC(=O)C2C3C=CC(C(O)C3O)C12
AFETEL,1.2837,C#Cc1ccc(NC(=O)N(C)C(=O)NC)cc1
AFETUB,1.1637,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)N3CCCCC3)CCCC21C
AFEWIR,1.2217,CC(C)=CCC[C@@H](C)C1=C(O)C(=O)C(C)=C(NCc2ccccc2)C1=O
AFEWOY,1.3217,Cc1ccc(/C=N/NC(=O)c2ccco2)o1
AFEXEP,1.3821,CCC(=O)Nc1ccc([N+](=O)[O-])cc1
AFEYUG,1.3472,O=C1CC2CCOC2c2[nH]c3ccccc3c21
AFIDUQ,1.5152,CC(=O)NC1OCC(O)C(O)C1O
AFIFAY,1.4076,CCC(=O)NC1OCC(O)C(O)C1O
AFIFOK,1.2787,COC(=O)C(Cc1c[nH]c2ccccc12)n1c(/C(C)=N/OCc2ccccc2)nc2ccccc2c1=O
AFIFUS,1.3468,CN1CC2([N+](=O)[O-])C(c3cccc4ccccc34)Oc3ccccc3C2C12C(=O)Nc1ccccc12
AFIFUT,1.3219,Cc1nc(CO)c(C)nc1CO
AFIGAY,1.3833,O=C1c2ccccc2C(=O)N1c1ccccc1N1C(=O)c2ccccc2C1=O
AFIHAB,1.1224,Cc1cc(C)cc(Nc2cc(C(C)(C)C)cc(C(C)(C)C)c(=O)c2-c2cc(N3CCCCC3)c3c(C)ccc(C)c3n2)c1
AFIHEE,1.4103,COC(=O)C1=C(Nc2ccccc2)C(=O)OC12C(=O)Nc1ccccc12
AFIJIJ,1.2149,Cc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3ccc4c(c3)OCO4)C3=C2CC(C)(C)CC3=O)cc1
AFIJUW,1.2219,C=CCN1C/C(=C\c2ccc(OC)cc2)C(=O)/C(=C/c2ccc(OC)cc2)C1
AFIKAC,1.3802,O/N=C(/CN(C/C(=N/O)c1ccco1)c1ccccc1)c1ccco1
AFIKIK,1.2214,CCN(CC)c1ccc(/C=N/OCCO/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1
AFIMUA,1.5339,NC(=O)/C=C\C(=O)O
AFIMUZ,1.2044,CC1(C)C2CCC1(C)C1(O)ON=C(c3ccccc3)C21
AFIPAI,1.2359,O=C(NN(c1ccccc1)c1nc2ccccc2nc1C1C(c2ccccc2)C(c2ccccc2)=NN1c1ccccc1)c1ccccc1
AFITIU,1.1671,Cc1cccc(C(=O)O/N=C2\CC(c3ccccc3)N(C)C(c3ccccc3)C2C(C)C)c1
AFIWIX,1.2433,CC(C)(C)N1OC(C(=O)c2ccccc2)=C(C(=O)c2ccccc2)C1c1ccccc1
AFIXIY,1.4384,C/C(Nc1ccccc1O)=C1\C(=O)Oc2ccccc2C1=O
AFIXUL,1.346,Cc1cc(C)c2c(COc3cccc4cccnc34)cc(=O)oc2c1
AFOCOP,1.3511,CN1C(=O)C(=C(C#N)C#N)c2ccccc21
AFOFAC,1.3288,COc1ccc(OC)c(-c2nc(-c3ccccn3)n[nH]2)c1
AFOFEG,1.3597,COc1cc(-c2nc(-c3ccccn3)n[nH]2)c(OC)cc1-c1nc(-c2ccccn2)n[nH]1
AFOHEJ,1.1636,Cc1ccc(-c2ccccc2C(N)=O)cc1
AFOLOY,1.2943,COC(=O)C12COc3ccccc3C1c1c(-c3ccccc3)nn(-c3ccccc3)c1OC2c1ccccc1
AFOMAL,1.4174,O=[N+]([O-])c1ccc(/C=N/N(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1
AFOMOX,1.4049,Cc1cc(C)cc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)cc(C)c2)C6=O)c1
AFONEQ,1.3502,COc1ccc(C2Oc3ccccc3C3C4(C(=O)Nc5ccccc54)N4CCCCC4C23[N+](=O)[O-])cc1
AFONOA,1.4217,Nc1ccc(cc1/N=C/c1ccncc1)[N+](=O)[O-]
AFONOA01,1.4298,Nc1ccc([N+](=O)[O-])cc1/N=C/c1ccncc1
AFONUE,1.4176,O=C1C=CC([N+](=O)[O-])=C/C1=C/NC1CCCCC1N/C=C1/C=C([N+](=O)[O-])C=CC1=O
AFOPAM,1.4011,O=C1C=CC([N+](=O)[O-])=C/C1=C/NC1CCCCC1/N=C/c1cc([N+](=O)[O-])ccc1O
AFOPOA,1.2109,CCOC(=O)C1OC(OC(C)C)NC(=O)C1c1ccccc1
AFOPUI,1.4685,Cc1c(/N=C/c2cc([N+](=O)[O-])ccc2O)cccc1[N+](=O)[O-]
AFOVUP,1.3497,CN(C)c1ccc([N+](=O)[O-])cc1
AFUCIP,1.3723,CC(=O)N1CCC2(O)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)C12
AFUCUC,1.2241,OC(Cc1c(-c2ccccc2)noc1-c1ccccc1)c1ccccc1
AFUKEU,1.1935,COc1ccccc1-c1nc(C)c(-c2ccccc2OC)c(C)c1-c1ccccc1OC
AFUKIY,1.1862,COc1ccccc1-c1nc(C)c(-c2ccccc2OC)c(C)c1-c1ccccc1OC
AFUMAR,1.3574,CCOC(=O)/C(C#N)=C/c1ncc[nH]1
AFUMUM,1.4306,O=C(N/N=C/c1cccc(O)c1O)N/N=C/c1cccc(O)c1O
AFUNAR,1.4184,CC(=O)OC1=CC2CCC1C1C(=O)NC(=O)C21
AFUNEV,1.4646,O=C1CC2CCC1C1C(=O)NC(=O)C21
AFUNIZ,1.2565,O=C1CC2CCC1C1C(=O)N(CC(O)CN3CCCCC3)C(=O)C21
AFURBA,1.3877,CCCCNc1nc2c(N)ncnc2n1C1OC(CO)C(O)C1O
AFURPO10,1.4207,CC(=O)N1CCC=C2OC(=O)C=C21
AFUSIG,1.4202,c1cc(C2=NCCO2)nc(C2=NCCO2)c1
AFUSOM,1.3345,c1ccc(C2=NCCO2)nc1
AFUVOP,1.3946,COC(=O)N1C(=O)n2c(nc3ccccc32)CN1c1ccc(C)cc1
AFUWIH,1.2223,CCOC(=O)C1(NC(C)=O)Cc2ccccc2-c2ccccc2C1
AFUYIJ01,1.3552,COc1cc(OC)nc(N)n1
AFZPYM,1.6809,Nc1ncnc2nonc12
AGADUJ,1.2519,CN1c2ccccc2C(N2CCOCC2)c2ccccc21
AGAFUL,1.3661,O=[N+]([O-])C1=C(N(Cc2ccccc2)Cc2ccccc2)C2=NO[N+](=O)C2=C([N+](=O)[O-])C1=[N+](Cc1ccccc1)Cc1ccccc1
AGAHUO,1.107,CC(C)(C)c1ccc2c(c1)-c1c3nc(c4c5ccc([nH]5)c(c5nc(c(c6ccc1[nH]6)-c1cc(C(C)(C)C)ccc1OCCCO2)C=C5)-c1cc(C(C)(C)C)ccc1OCCCOc1ccc(C(C)(C)C)cc1-4)C=C3
AGAJUQ,0.9691,CC(C)(C)c1ccc2c(c1)-c1c3nc(c(c4ccc([nH]4)c4c5nc(c(c6ccc1[nH]6)-c1cc(C(C)(C)C)ccc1OCCCCOc1ccc(C(C)(C)C)cc1-4)C=C5)-c1cc(C(C)(C)C)ccc1OCCCCO2)C=C3
AGALAM10,1.447,CC(=O)NC1C(O)OC(CO)C(O)C1O
AGALIF,1.4375,Cc1ccc2nc3n(c(=O)c2c1)-c1ccccc1C3=O
AGANUT,1.3309,O=C(Oc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC2CC2)CCC314)c1ccccc1
AGARUX,1.3849,CCOC(=O)Cn1c(=O)c2c(c(C(=O)OCC)n3c4ccccc4ccc23)c2ccccc21
AGASAD,1.1931,Cc1cccc(C(=O)N2c3ccccc3C(C)(C)C2c2c(O)ccc3ccccc23)c1
AGASIM,1.3752,O=c1c2ccccc2nc(-c2ccc3c(c2)OCO3)n1-c1ccccc1
AGATEJ,1.3321,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
AGAWOW,1.2241,COc1cccc(-n2c(-c3ccccc3)nc(C)c2C)c1
AGAXUD,1.3485,O=[N+]([O-])c1ccc(Cc2ccncc2)cc1
AGAYOY,1.3304,CC12CC(=O)OC1(C)C1(C(N)=O)CCC2C1
AGEFUP,1.3123,Cc1nn(-c2ccccc2)c(N)c1C1OC(=O)c2ccccc21
AGEMAC,1.3225,COC(=O)C1c2ccccc2N(C(=O)OC(C)(C)C)C1C(O)(c1ccccc1)c1ccccc1
AGEMEG,1.2088,COC(=O)C1c2ccccc2N(C)C1C1(O)CCCC1
AGEMIK,1.2974,COC(=O)c1cc(-c2ccccc2)c2ccccc2c1N
AGENOS,1.373,CCn1c(=O)c2nc3cc(C)ccc3nc2n(CC)c1=O
AGESEK,1.4876,OCC12COC(C(c3cnco3)O1)C2O
AGESUD,1.4786,O=C(c1nc2ccccc2o1)c1nc2ccccc2o1
AGETUD,1.1152,C(\c1ccccc1)=c1\o/c(=C\c2ccc(N3CCCCC3)cc2)c2ccccc12
AGEVEP,1.1832,O=C1Nc2ccccc2C12C(CO)CCC(c1ccccc1)C2c1ccccc1
AGEVIT,1.2159,CCOC(=O)C1=CCC(c2ccccc2)C(c2ccccc2)C12C(=O)N(C(C)=O)c1ccccc12
AGIGUV,1.313,CCOC(=O)/C=C/NC(=O)CNC(=O)OCc1ccccc1
AGIHAC,1.3289,CCOC(=O)/C=C\NC(=O)CNC(=O)OCc1ccccc1
AGIMEK,1.4096,O=C([O-])C(Cc1c[nH+]c[nH]1)N1Cc2ccccc2C1=O
AGIMUA,1.3108,CCc1c(-c2nnc(-c3ccncc3)o2)c(CC)c(-c2nnc(-c3ccncc3)o2)c(CC)c1-c1nnc(-c2ccncc2)o1
AGIPAJ,1.3006,CCOC(=O)/C=C/c1cc(C(=O)OCC)c2cc(-c3ccccc3)ccn12
AGIXUM,1.4959,CC(c1cccc([N+](=O)[O-])c1)c1c(-c2cccc([N+](=O)[O-])c2)[n-]o[n+]1=O
AGLUAM10,1.3742,CC(=O)NC(CCC(N)=O)C(=O)O
AGOBOQ,1.2598,O=[N+]([O-])/C(=C\C(c1ccccc1)c1ccccc1)c1ccccc1
AGOBUW,1.2556,CCN(CC)c1ccc(-c2ccc(C3=C4C(=O)N(CCCCCCOC(=O)Cc5cccc6c(=O)c7ccc(C)c(C)c7oc56)C(c5ccc(-c6ccc(N(CC)CC)cc6)o5)=C4C(=O)N3CCCCCCOC(=O)Cc3cccc4c(=O)c5ccc(C)c(C)c5oc34)o2)cc1
AGODEH,1.3318,CCOC(=O)c1cn(Cc2ccccc2)c(=O)cc1C(=O)OC
AGOGEL,1.3175,COn1c(=O)c2ccccc2c2cc(C)ccc21
AGOHOW,1.2924,CC(C)(C)c1cc(-c2nc3nc4nonc4nc3n2-c2ccccc2)cc(C(C)(C)C)c1O
AGOKUE,1.3916,O=[N+]([O-])c1ccc(-c2cn(CC3COCc4ccccc4O3)nn2)cc1
AGOLIR,1.3369,CC(=O)N1C(=O)C2(OC3(CC3)C23CC3)c2ccccc21
AGOLIS01,1.433,O=C(NCCNC(=O)Nc1cccnc1)Nc1cccnc1
AGOLIT,1.3587,CC(=O)Oc1ccc(/C=N/NC(=O)c2cccnc2)cc1
AGONAN,1.1518,Cc1ccccc1NC1CC(C)OC(C)O1
AGONOC,1.276,CCOC(=O)/C(=C/c1ccccc1)C(=O)N(C)C(=O)NC
AGONUI,1.2215,CCOC(=O)C1C(=O)N(CC)C(=O)N(CC)C1c1ccccc1
AGOQIY,1.3269,O=C(CC(CC(=O)c1ccccn1)c1ccc(O)cc1)c1ccccn1
AGOQUK,1.2668,Cc1ccc(C2C3CCCN3C34C(=O)c5ccccc5C3(O)C3CN(C)CC24C3=O)cc1
AGOROF,1.2765,Oc1c(/C=N/N2CCOCC2)cccc1CN1CCOCC1
AGORUL,1.3257,C=CCn1cc(COc2ccc(/C=N/c3ccc4c(c3)OCO4)cc2)nn1
AGOSEW,1.2293,CC(C)(C)OC(=O)N1CCN(Cc2cnc(N)nc2-c2ccccc2O)CC1
AGUBOV,1.2836,CCC1(c2ccccc2O)CC(c2ccc([N+](=O)[O-])cc2)Nc2ccc(OC)cc21
AGUNUN,1.3675,CCOC(C)n1ncc2c([N+](=O)[O-])cccc21
AGUQOI,1.2526,C=CC(C)C(C)(OC(=O)c1ccc([N+](=O)[O-])cc1)c1cccc2ccccc12
AGUQUO,1.3415,C=CC(c1ccccc1)C(C)(COC(=O)c1ccc([N+](=O)[O-])cc1)OC(=O)c1ccc([N+](=O)[O-])cc1
AGUTIH,1.2508,Cc1cc(/C=N/c2cccc3ccccc23)c(O)c(/C=N/c2cccc3ccccc23)c1
AGUWOO,1.1972,CC(c1ccccc1)N1C(=O)C=CC1C1(O)CCC1
AGUZUZ,1.2231,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1/N=C/c1ccc(C#N)cc1
AHADOE,1.368,COc1cccc(C(C/C([O-])=C2/C=CC=C[N+]2=O)C[N+](=O)[O-])c1
AHANOM,1.2944,CC1(C)N=C(C(C)(C)N2C(=O)c3ccccc3C2=O)OC1=O
AHANUS,1.1414,COC(=O)c1ccccc1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)OOC(C)(C)C
AHAREH,1.1495,CCC(C)(NC(=O)C1CC(O)CN1C(=O)OCc1ccccc1)C(=O)NC(C)(CC)C(=O)NCC(=O)OC(C)(C)C
AHARFU01,1.6167,O=c1ccn2c(n1)OC1C(O)C(CO)OC12
AHATEJ,1.2194,COc1ccc(N2C=C(C)C(c3ccccc3)c3c(C)oc(-c4ccccc4)c3C2c2ccccc2)cc1
AHATUA,1.1278,CCCC(C(=O)NC(C)(C)C(=O)NC(c1ccccc1)C(CCC)C(=O)OCc1ccccc1)C(NC(=O)C(C)(C)NC(=O)OC(C)(C)C)c1ccccc1
AHAYEO,1.294,COC(=O)c1c(C)c(C)n(-c2ccc(OC)cc2)c1-c1ccoc1-c1occc1-c1c(C(=O)OC)c(C)c(C)n1-c1ccc(OC)cc1
AHAZEP,1.266,CC(=O)/C=C/c1c(-c2ccccc2)[nH]c2ccccc12
AHCDLA,1.2406,O=C1NC2(O)CCC3CCCCC13C2
AHEFEA,1.4256,COc1ccccc1C1C2=C(CCCC2=O)n2c(=O)c3ccccc3c(=O)n21
AHEHUQ,1.3259,COC(=O)C1CCC(=O)N2C(c3ccccc3)COC12C
AHEJEC03,1.2656,CC(C)C([NH3+])C(=O)[O-]
AHEMAB02,1.6059,O=[N+]1C=C[N+](=O)C=C1
AHEMEF01,1.2248,CCOC(=O)C1CCc2[nH]c3ccccc3c2C1
AHEMOP,1.2728,COc1ccc(-c2cc(-c3ccccc3)c(C#N)c(N3CCCC3)n2)cc1
AHEMOR,1.2925,CC(=O)C1(C)C[NH2+]C(C(=O)[O-])C1
AHENAC,1.3987,C[N+](C)=C1C=C[N+](=C2C(=O)C(=O)C2=O)C=C1
AHENAD,1.3161,CCOC(=O)C1Nc2cc(OC)c(OC)cc2C2Nc3ccccc3C12
AHENOT,1.2319,CC(C)(C)OC(=O)N1c2ccccc2C2(Cc3ccccc3)C(C(=O)c3ccccc3)(c3ccccc3)OC12C
AHEPIM,1.168,OC1CN(C2CCCCC2)CC1O
AHEQUZ,1.2268,CCN(C(=O)CCc1ccccc1)c1ccccc1NCc1cc(-c2ccccc2)no1
AHESOW,1.1587,CN(C)CC(O)c1ccc2ccccc2c1
AHESUC,1.2032,CN(C)CC(O)c1cc2ccccc2o1
AHETAJ,1.2793,OC(CN1CCOCC1)c1cc2ccccc2o1
AHEWUI,1.1735,CC1CC2CCCN2C(CC(=O)CC2N3CCCC3CC(C)C2(O)c2ccccc2)C1c1ccccc1
AHIBUO,1.3336,O=[N+]([O-])c1ccc(C(/N=C/c2ccccc2O)/N=C/c2ccccc2O)cc1
AHIDAY,1.3403,O=[N+]([O-])c1ccccc1N(/N=C/c1ccccc1O)c1ccccc1
AHIDUS01,1.2769,COC(=O)C1=C(C(=O)OC)C2(C(=O)c3ccccc3C2=O)C(C#N)(C#N)C(/C=C/c2cccc(C)c2)N1c1ccccc1
AHIJEH,1.2428,CC(C)O/N=C1/C(=O)N(c2ccccc2)c2ccccc21
AHIJIL,1.2904,CC(C)[N+](=O)C1=c2ccccc2=[N+](C)C1=O
AHIJOR01,1.3923,Cn1c(N)c(C(c2ccccc2)c2c(N)n(C)c(=O)n(C)c2=O)c(=O)n(C)c1=O
AHIKIM,1.2871,O=C(c1nc2n(n1)C1(CCCCC1)C1CCCCC1N2C(=O)c1ccco1)N1CCOCC1
AHILIN,1.2277,CC1(C)NC(=O)N2C=Cc3ccccc3C21Cc1ccccc1
AHILUY,1.2126,CCOc1nc(-c2ccccc2)cc(-c2ccccc2)c1C#N
AHIMUC,1.2485,COc1ccc(C(=O)N(c2ccccc2)c2ccccc2)cc1
AHINAJ,1.2498,COc1cccc(C(=O)N(c2ccccc2)c2ccccc2)c1
AHINEK,1.3489,CC(=O)NC(c1ccccc1)C1(C)NC(=O)NC1=O
AHINOU,1.1786,CCOC(=O)c1[nH]c(C)c(-c2ccccc2)c1C
AHIQUG,1.089,CC(c1ccccc1)N1CCC1C(=O)NC(C)(C)CO
AHISMA,1.2998,CNC(=O)C(Cc1c[nH]cn1)NC(C)=O
AHIVUL,1.1841,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)c2ccccc2)cc1
AHOJIQ,1.2618,C/C(NCc1ccccc1)=C1\C=Cc2ccccc2C1=O
AHOKEQ,1.5993,O=C1OCC(c2cccc([N+](=O)[O-])c2)=C1O
AHOKOA,1.4821,N#Cc1ccc(C2=C(O)C(=O)OC2)cc1
AHOPES,1.1897,O=C(/C=C(\c1ccccc1)C(C#Cc1ccccc1)(c1ccccc1)N1CCOCC1)c1ccccc1
AHOPUI,1.1805,CCOC(=O)C(C)(C)C(C#N)(c1ccc(OC)c(OC)c1)C(C)C
AHOVUQ,1.1667,C#CC(c1ccc2ccccc2c1)C12CCOC1N(C)c1ccccc12
AHOXAY,1.2603,COc1ccc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c1
AHOXEC,1.1918,Cc1ccc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c1
AHUDOW,1.2529,COC1(OC)C(=O)C2C=C(C3OCC(C)(C)CO3)C1CC2C#N
AHUFUE,1.2564,NC12CCCCNC1c1ccccc1OC2
AHUGIT,1.2216,CC(C)C1COC2c3ccccc3-c3ccccc3C(=O)N21
AHUHEQ,1.1417,CCCCCCCCCCCCCCCCCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
AHUHUH,1.3578,COc1ccc(C2C3OC4(COCC(c5ccccc5)N4C3=O)N2Cc2ccccc2)cc1
AHUKEU,1.2294,CC(=O)NC1C=C(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
AHULOH,1.2178,CCOC(=O)c1cn(-c2ccc(C)cc2)cn1
AHULUN,1.2366,CCOC(=O)c1cn(-c2ccc(C)c(C)c2)cn1
AHUSIF,1.329,Oc1ccccc1/C=N/c1ccc(-c2ccc(/N=C/c3ccccc3O)cc2)cc1
AHUTUS,1.4326,CC1C(C(=O)N2CCOC2=O)N1N1C(=O)c2ccccc2C1=O
AHUVEE,1.4533,CC1(C)OC(=O)N(CCO)C(=O)C1NN1C(=O)c2ccccc2C1=O
AHUVOO01,1.282,CC1(C)C2CCC1(C(=O)O)/C(=N/N=C1\CC3CCC1(C(=O)O)C3(C)C)C2
AHUYUY,1.3003,CC1CC1C(=O)N1C(=O)OCC1c1ccccc1
AHUZIP,1.3118,O=C([O-])c1cc(C#Cc2ccc(NC(=O)C3CCC[NH2+]3)c(C(=O)[O-])c2)ccc1NC(=O)C1CCC[NH2+]1
AHXGLP,1.4978,NC1C(O)C2COC(O2)C1O
AIPCUR10,1.4716,CC1(C)OC2C3COc4nc(=O)ccn4C(O3)C2O1
AIPPYR,1.2357,C/C(O)=C1/C(=O)NC(C(C)C)C1=O
AJAFUM,1.5202,Cc1cn(C2OCC(O)C(O)C2O)c(=O)[nH]c1=O
AJALUS,1.1904,CCOC(=O)c1ccccc1C1CC2CCC(C1)N2C(=O)OC(C)(C)C
AJAWEN,1.3028,CON(C)C(=O)CNC(=O)C(NC(=O)c1ccccc1)N(C(NC(=O)c1ccccc1)C(=O)NCC(=O)N(C)OC)C(NC(=O)c1ccccc1)C(=O)NCC(=O)N(C)OC
AJAWIR,1.2601,COC(=O)C1COC(c2ccccc2)(c2ccccc2)N1C(NC(=O)c1ccccc1)C(=O)OC
AJAXAK,1.4002,COC(=O)C1C2=C(C(=O)N(C)C2=O)c2c(n(C(=O)OC(C)(C)C)c3ccccc23)-c2cccc([N+](=O)[O-])c21
AJEKAC,1.3905,CC(=O)N1C(=O)C2(c3ccccc31)c1cccc3c1C(C(=O)N3C(C)=O)C(C(=O)c1ccccc1)C2C(=O)c1ccccc1
AJEREN,1.3233,Cc1ccc(C)c(NCC(=O)N2CC(=O)Nc3ccccc32)c1
AJEROY,1.228,CC1=CC=[N+]=CC1=C1[N+](=O)C(C)(C)C(C)(C)[N+]1=O
AJESAK,1.4192,CC1=NOC(=O)/C1=C\c1ccccc1O
AJETOB01,1.4393,O=C1c2ccc3c4ncc5c6c(ccc(c7ncc(c2c37)C(=O)N1CCc1ccccc1)c64)C(=O)N(CCc1ccccc1)C5=O
AJEVAN,1.3328,N/N=C/c1ccccc1O
AJEVER,1.4275,CN1C(=O)c2ccccc2/C1=C(/N)C#N
AJEWOC,1.304,Oc1ccccc1OCc1ccncc1
AJIBOL,1.2696,COC(=O)C12COc3ccc4ccccc4c3C1N1CCCCC1C2c1ccc(C)cc1
AJICIH,1.3521,COc1ccc(N2C(=O)C3(C)C(O)=CC(=O)CC3CC2c2ccccc2)cc1
AJIDOO,1.0869,CCCCCCCCCCOc1cc(OCCCCCCCCCC)cc(-c2cc(-c3ccccn3)[nH]n2)c1
AJIJIM,1.2182,COC(=O)C1CCC2CC(NC(=O)OC(C)(C)C)C(=O)N21
AJISES,1.4408,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
AJITOC,1.2858,CC1=[NH+]C=NC1=C1[N+](=O)C(C)(C)C(C)(C)[N+]1=O
AJIWOF,1.2639,COc1ccc(C2C(C#N)=C(N)OC3=C2CCc2ccccc23)cc1
AJIXEW,1.3159,COC(=O)C1=C(\N2CCCC2)CCCC(=O)/C=C\1C(=O)OC
AJIYAT01,1.2654,CC1(C)[N+](=O)C(=C2C=C[N-]C=C2)[N+](=O)C1(C)C
AJIYOK,1.7494,Nc1nc(Cn2nc([N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])no1
AJOCAG,1.842,O=[N+]([O-])/N=c1\[nH]c(Cn2nc([N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])no1
AJOJEQ,1.441,CC1=Cc2ccccc2[N+](=O)/C1=N\[N+]#N
AJOQAU,1.2746,COC(=O)/C(=C1\C(=O)N(Cc2ccccc2)c2ccccc21)c1ccccc1
AJOQUL03,1.4188,OCn1nnc2ccccc21
AJOTIC,1.3275,COc1ccc(/C=C\c2cc(OC)c3c(c2)OCO3)cc1N
AJOZUW,1.4228,CC(=O)OCCCNC(=O)c1c(O)c2ccccc2n(CCC(=O)O)c1=O
AJUFES,1.2329,Oc1ccccc1/C=N/c1ccccc1/C=C/c1ccccc1
AJUFIW,1.2597,COc1ccc(/C=C/c2ccccc2/N=C/c2ccccc2O)cc1OC
AJUGIW,1.4212,O=C1CCC2=C1NCCc1cc3c(cc12)OCO3
AJUGOC,1.4189,O=C1CCC2N=NN3CCc4cc5c(cc4C123)OCO5
AJUJIB,1.2839,COc1ccc2cc(C(/C=C/c3ccc(-c4ccccc4)cc3)=C(C#N)C#N)ccc2c1
AJUJOF,1.284,COC(=O)Nc1cc(NC(=O)Nc2ccccc2)ccc1C
